sample,dim1,dim2,cluster
SAMPLE 2245,24.433859,8.089724,12
SAMPLE 2246,24.509195,8.383949,12
SAMPLE 2247,5.2265,8.110387,4
SAMPLE 2248,14.512533,13.327539,3
SAMPLE 2249,22.86178,7.921465,8
SAMPLE 2250,8.481271,5.0431633,5
SAMPLE 2251,12.120213,-4.45304,5
SAMPLE 2252,5.149865,8.066128,4
SAMPLE 2253,24.19298,8.928305,12
SAMPLE 2254,14.15361,12.399895,3
SAMPLE 2255,8.368684,1.217176,14
SAMPLE 2256,13.903163,13.168655,3
SAMPLE 2257,12.076928,-4.382727,5
SAMPLE 2258,1.6380986,5.732674,4
SAMPLE 2259,14.952735,11.8744545,3
SAMPLE 2260,24.9301,8.421061,12
SAMPLE 2261,0.2268831,-10.126051,5
SAMPLE 2262,-5.431371,-7.9288373,13
SAMPLE 2263,0.35514042,5.974825,4
SAMPLE 2264,24.199335,8.807911,12
SAMPLE 2265,4.9667487,2.232526,11
SAMPLE 2266,5.1548166,4.8351254,4
SAMPLE 2267,5.220139,4.8033357,4
SAMPLE 2268,24.971441,7.989826,12
SAMPLE 2269,14.774449,11.608447,3
SAMPLE 2270,9.007343,5.4464903,6
SAMPLE 2271,8.993646,5.4800577,6
SAMPLE 2272,8.992,5.740914,6
SAMPLE 2273,-5.444834,-7.8316283,13
SAMPLE 2274,13.768744,13.150672,3
SAMPLE 2275,15.194248,12.229146,3
SAMPLE 2276,14.974104,12.052879,3
SAMPLE 2277,13.994935,12.780012,3
SAMPLE 2278,14.32344,13.151488,3
SAMPLE 2279,15.004828,12.073775,3
SAMPLE 2280,13.710741,13.3853035,3
SAMPLE 2281,-7.2994003,11.161718,4
SAMPLE 2282,14.088171,14.002779,3
SAMPLE 2283,-7.3743877,11.236305,4
SAMPLE 2284,13.726996,13.457183,3
SAMPLE 2285,7.940133,5.1759424,2
SAMPLE 2286,14.251446,12.395594,3
SAMPLE 2287,15.077725,12.092596,7
SAMPLE 2288,-5.4313736,-7.92795,13
SAMPLE 2289,2.0178492,5.669141,4
SAMPLE 2290,24.223644,8.078002,12
SAMPLE 2291,23.446507,8.047649,12
SAMPLE 2292,7.950259,0.9416869,14
SAMPLE 2293,14.591999,12.188724,3
SAMPLE 2294,14.599529,11.895394,3
SAMPLE 2295,14.509924,11.829011,3
SAMPLE 2296,24.214027,8.891691,12
SAMPLE 2297,2.089115,6.8414364,4
SAMPLE 2298,1.3478632,5.7809687,4
SAMPLE 2299,24.976662,7.9622774,12
SAMPLE 2300,12.094372,-4.4072986,5
SAMPLE 2301,14.177192,11.801412,3
SAMPLE 2302,4.8575115,7.4955997,4
SAMPLE 2303,6.828017,-13.071144,2
SAMPLE 2304,24.59817,8.86955,12
SAMPLE 2305,1.1316305,-9.159583,5
SAMPLE 2306,14.736106,12.099466,3
SAMPLE 2307,14.134606,13.91845,3
SAMPLE 2308,13.67832,13.122811,3
SAMPLE 2309,15.250962,12.338338,3
SAMPLE 2310,14.848813,11.737003,3
SAMPLE 2311,14.92036,12.286925,3
SAMPLE 2312,14.102022,13.960424,3
SAMPLE 2313,13.920102,13.781649,3
SAMPLE 2314,24.668594,7.8275156,12
SAMPLE 2315,24.476337,8.027988,12
SAMPLE 2316,24.706553,8.474422,12
SAMPLE 2317,24.330988,9.2403145,12
SAMPLE 2318,24.602253,8.925638,12
SAMPLE 2319,1.0109758,-9.41706,5
SAMPLE 2320,14.824245,12.345864,3
SAMPLE 2321,14.248349,12.473439,3
SAMPLE 2322,-7.28398,11.146034,4
SAMPLE 2323,14.750866,12.60878,3
SAMPLE 2324,14.729551,12.054897,3
SAMPLE 2325,4.745014,7.9386554,4
SAMPLE 2326,5.453393,5.521529,4
SAMPLE 2327,4.8033533,5.443947,4
SAMPLE 2328,12.1209,-4.464375,5
SAMPLE 2329,12.076327,-4.3843484,5
SAMPLE 2330,1.6937706,6.3144403,4
SAMPLE 2331,14.885016,12.149781,3
SAMPLE 2332,14.146384,12.352185,3
SAMPLE 2333,15.0204735,12.685854,3
SAMPLE 2334,13.9083,13.377145,3
SAMPLE 2335,-7.368134,11.230014,4
SAMPLE 2336,-7.397142,11.259057,4
SAMPLE 2337,8.096762,1.2046509,14
SAMPLE 2338,12.053676,-0.30864152,7
SAMPLE 2339,24.62687,8.735202,12
SAMPLE 2340,23.566061,8.212122,12
SAMPLE 2341,24.422426,8.239982,12
SAMPLE 2342,24.472305,8.304254,12
SAMPLE 2343,23.441097,8.015203,12
SAMPLE 2344,15.168012,12.233241,3
SAMPLE 2345,5.268546,8.968102,4
SAMPLE 2346,-5.5690985,18.208187,9
SAMPLE 2347,2.3801851,6.64394,4
SAMPLE 2348,5.182682,1.3926027,11
SAMPLE 2349,24.083235,8.774716,12
SAMPLE 2350,6.8241563,-13.075195,2
SAMPLE 2351,24.882578,8.482292,12
SAMPLE 2352,0.15359052,-10.198405,5
SAMPLE 2353,-4.745995,-8.029298,13
SAMPLE 2354,12.491674,-10.189809,2
SAMPLE 2355,13.087582,-11.222069,2
SAMPLE 2356,14.033364,12.8842325,3
SAMPLE 2357,11.823309,-0.3489676,7
SAMPLE 2358,14.634684,13.049821,3
SAMPLE 2359,5.1916,1.5773325,11
SAMPLE 2360,1.3616942,5.7691584,4
SAMPLE 2361,14.916212,11.895721,3
SAMPLE 2362,9.556859,5.1400547,6
SAMPLE 2363,24.285013,8.418957,12
SAMPLE 2364,2.8673322,6.336428,4
SAMPLE 2365,5.240778,1.4180824,11
SAMPLE 2366,14.41557,13.5307045,3
SAMPLE 2367,3.472214,5.40586,4
SAMPLE 2368,0.019986458,-10.333476,5
SAMPLE 2369,0.065913275,-10.287132,5
SAMPLE 2370,0.005703918,-10.347569,5
SAMPLE 2371,13.901823,12.456721,3
SAMPLE 2372,0.18544997,7.368685,4
SAMPLE 2373,0.3216565,-10.034256,5
SAMPLE 2374,0.059110988,-10.293887,5
SAMPLE 2375,0.015838338,-10.337648,5
SAMPLE 2376,0.064956844,-10.288227,5
SAMPLE 2377,0.007968298,-10.345558,5
SAMPLE 2378,0.12563644,-10.227505,5
SAMPLE 2379,0.039168734,-10.314572,5
SAMPLE 2380,0.025256963,-10.328284,5
SAMPLE 2381,0.029294822,-10.32369,5
SAMPLE 2382,0.0677344,-10.284766,5
SAMPLE 2383,-0.012290426,-10.365916,5
SAMPLE 2384,1.9091644,6.657864,4
SAMPLE 2385,1.8992538,6.6149716,4
SAMPLE 2386,19.490234,-11.077686,5
SAMPLE 2387,19.425604,-11.012954,5
SAMPLE 2388,19.58167,-11.168276,5
SAMPLE 2389,14.757456,11.947148,3
SAMPLE 2390,14.686475,11.837487,3
SAMPLE 2391,8.84099,6.0678363,6
SAMPLE 2392,24.910551,7.5424533,12
SAMPLE 2393,24.402937,8.107664,12
SAMPLE 2394,1.7347926,5.744109,4
SAMPLE 2395,12.513023,-10.077257,2
SAMPLE 2396,1.9406567,5.5938945,4
SAMPLE 2397,24.300676,8.242484,12
SAMPLE 2398,0.0059422534,-10.347656,5
SAMPLE 2399,0.051721495,-10.301751,5
SAMPLE 2400,0.053937044,-10.299481,5
SAMPLE 2401,0.0025273713,-10.351082,5
SAMPLE 2402,0.0053791795,-10.348301,5
SAMPLE 2403,19.352772,-10.940157,5
SAMPLE 2404,19.424276,-11.01174,5
SAMPLE 2405,19.579865,-11.167614,5
SAMPLE 2406,19.63605,-11.223821,5
SAMPLE 2407,19.609377,-11.197029,5
SAMPLE 2408,19.560383,-11.148089,5
SAMPLE 2409,14.332062,13.516238,3
SAMPLE 2410,8.860263,6.4695034,6
SAMPLE 2411,-5.347654,-7.7136984,13
SAMPLE 2412,0.18222491,7.1600823,4
SAMPLE 2413,1.5747819,6.6712494,4
SAMPLE 2414,13.912136,12.886524,3
SAMPLE 2415,0.6739507,13.020673,4
SAMPLE 2416,14.347226,13.852215,3
SAMPLE 2417,14.878417,12.146822,3
SAMPLE 2418,2.628076,5.6469073,4
SAMPLE 2419,1.9927386,6.7073565,4
SAMPLE 2420,23.186892,7.964034,8
SAMPLE 2421,-4.6615386,-8.029391,13
SAMPLE 2422,8.424112,5.1167994,6
SAMPLE 2423,22.88182,7.9000688,8
SAMPLE 2424,14.424218,11.847726,3
SAMPLE 2425,14.781346,11.720819,3
SAMPLE 2426,24.328468,9.174869,12
SAMPLE 2427,3.385049,5.476382,4
SAMPLE 2428,1.8107802,6.061228,4
SAMPLE 2429,0.26809075,7.326131,4
SAMPLE 2430,24.2821,8.132432,12
SAMPLE 2431,24.338839,7.939192,12
SAMPLE 2432,24.888216,8.5167,12
SAMPLE 2433,3.2690313,5.517584,4
SAMPLE 2434,14.255356,11.883197,3
SAMPLE 2435,24.52421,8.9280405,12
SAMPLE 2436,8.256248,19.102283,13
SAMPLE 2437,7.8210177,1.4784993,14
SAMPLE 2438,7.8521457,1.5892003,14
SAMPLE 2439,8.208402,1.4298813,14
SAMPLE 2440,14.325419,13.984841,3
SAMPLE 2441,14.463127,11.781237,3
SAMPLE 2442,24.361656,8.445457,12
SAMPLE 2443,23.608376,8.0070095,12
SAMPLE 2444,23.123121,8.063632,8
SAMPLE 2445,0.37327868,6.080562,4
SAMPLE 2446,24.795881,7.5390058,12
SAMPLE 2447,8.7467785,19.11615,1
SAMPLE 2448,9.589618,5.1299896,6
SAMPLE 2449,22.874702,7.962407,8
SAMPLE 2450,13.822029,11.986994,3
SAMPLE 2451,8.851482,19.742775,13
SAMPLE 2452,2.7473369,6.352037,4
SAMPLE 2453,14.517075,11.964997,3
SAMPLE 2454,7.7120667,1.5425352,14
SAMPLE 2455,5.487243,2.005314,11
SAMPLE 2456,2.717062,6.3274126,4
SAMPLE 2457,14.433248,12.60296,3
SAMPLE 2458,9.55136,5.153834,6
SAMPLE 2459,-4.798593,-6.090655,13
SAMPLE 2460,23.996452,7.9899883,12
SAMPLE 2461,13.707675,12.991126,3
SAMPLE 2462,0.2071355,7.2905154,4
SAMPLE 2463,-9.812535,-2.8834202,13
SAMPLE 2464,14.358075,12.726819,3
SAMPLE 2465,-4.6864038,-7.5998635,13
SAMPLE 2466,8.764191,5.2175384,6
SAMPLE 2467,-5.4312177,-7.144413,13
SAMPLE 2468,13.935002,13.656029,3
SAMPLE 2469,14.403772,11.810914,3
SAMPLE 2470,23.029099,7.867484,8
SAMPLE 2471,24.62565,8.878901,12
SAMPLE 2472,13.980563,13.642433,3
SAMPLE 2473,14.000337,12.869668,3
SAMPLE 2474,1.7638125,6.1345763,4
SAMPLE 2475,8.0712185,1.027167,14
SAMPLE 2476,1.720014,6.6223364,4
SAMPLE 2477,8.591088,1.3133436,14
SAMPLE 2478,1.782483,6.030776,4
SAMPLE 2479,3.9358613,6.1207232,4
SAMPLE 2480,1.4490253,7.759917,4
SAMPLE 2481,1.3574448,7.706708,4
SAMPLE 2482,5.186233,1.5433052,11
SAMPLE 2483,10.8015175,5.4006987,6
SAMPLE 2484,24.816772,8.04483,12
SAMPLE 2485,4.901566,7.2715406,4
SAMPLE 2486,22.785828,7.923747,8
SAMPLE 2487,10.947317,5.1080065,6
SAMPLE 2488,10.875134,4.866271,6
SAMPLE 2489,11.036445,4.9137583,6
SAMPLE 2490,11.044204,5.0230517,6
SAMPLE 2491,11.051536,5.0542274,6
SAMPLE 2492,11.018517,5.0137506,6
SAMPLE 2493,11.063735,5.1269746,6
SAMPLE 2494,10.738913,5.451405,6
SAMPLE 2495,10.328685,4.748309,6
SAMPLE 2496,10.593121,5.043732,6
SAMPLE 2497,10.992792,5.0470567,6
SAMPLE 2498,10.992966,4.94969,6
SAMPLE 2499,10.963324,5.425029,6
SAMPLE 2500,10.9107,4.955538,6
SAMPLE 2501,11.069344,5.012517,6
SAMPLE 2502,10.671143,5.097006,6
SAMPLE 2503,10.915363,5.43157,6
SAMPLE 2504,11.084378,5.294977,6
SAMPLE 2505,10.742327,5.4212174,6
SAMPLE 2506,10.551772,5.2970304,6
SAMPLE 2507,10.739217,5.3522515,6
SAMPLE 2508,1.2989206,-8.89345,5
SAMPLE 2509,1.3495702,-8.768214,5
SAMPLE 2510,5.172099,-5.2400613,6
SAMPLE 2511,5.0629153,-5.0902376,6
SAMPLE 2512,0.87195224,7.297378,4
SAMPLE 2513,0.63592917,7.39893,4
SAMPLE 2514,8.624292,5.113768,6
SAMPLE 2515,7.008417,18.336449,1
SAMPLE 2516,13.084588,-11.137194,2
SAMPLE 2517,14.036169,12.171682,3
SAMPLE 2518,2.300632,6.8592,4
SAMPLE 2519,14.093961,12.13586,3
SAMPLE 2520,14.768467,12.705748,3
SAMPLE 2521,14.547136,13.166636,3
SAMPLE 2522,1.2400099,5.1550283,4
SAMPLE 2523,7.736316,1.4406656,14
SAMPLE 2524,8.617174,1.1467371,7
SAMPLE 2525,22.942505,7.958926,8
SAMPLE 2526,7.7027874,1.4953033,14
SAMPLE 2527,14.59843,11.756371,3
SAMPLE 2528,-4.9539194,-8.286071,13
SAMPLE 2529,24.375048,8.180384,12
SAMPLE 2530,24.805878,7.5860825,12
SAMPLE 2531,1.4238224,7.418534,4
SAMPLE 2532,13.894184,11.994921,3
SAMPLE 2533,24.522078,7.9954724,12
SAMPLE 2534,10.864672,-5.7289953,5
SAMPLE 2535,0.615724,8.246286,4
SAMPLE 2536,0.68849903,8.010669,4
SAMPLE 2537,0.113386475,7.786617,4
SAMPLE 2538,1.4959768,-8.540334,6
SAMPLE 2539,1.4671067,-8.5918045,5
SAMPLE 2540,0.6416955,8.219771,4
SAMPLE 2541,0.63055235,8.218587,4
SAMPLE 2542,0.14381126,7.4473987,4
SAMPLE 2543,0.7221138,7.934123,4
SAMPLE 2544,0.7463546,7.971913,4
SAMPLE 2545,0.68636155,8.113592,4
SAMPLE 2546,0.7704674,7.97247,4
SAMPLE 2547,0.58155674,8.291107,4
SAMPLE 2548,1.5109524,-8.519063,6
SAMPLE 2549,0.6163137,8.310992,4
SAMPLE 2550,0.65885186,8.109725,4
SAMPLE 2551,0.5863179,8.267475,4
SAMPLE 2552,10.860083,-5.7308846,5
SAMPLE 2553,-11.403823,5.0295978,10
SAMPLE 2554,0.1909301,-10.161599,5
SAMPLE 2555,0.98766804,-9.467293,5
SAMPLE 2556,-11.461671,5.0885878,10
SAMPLE 2557,-11.54927,5.177718,10
SAMPLE 2558,5.2162833,1.4416597,11
SAMPLE 2559,-11.463966,5.0902543,10
SAMPLE 2560,-11.565978,5.194706,10
SAMPLE 2561,0.90905786,-9.354111,5
SAMPLE 2562,-11.461312,5.08705,10
SAMPLE 2563,0.9892579,-9.451112,5
SAMPLE 2564,0.9392321,-9.502899,5
SAMPLE 2565,0.9701369,-9.42324,5
SAMPLE 2566,1.0363492,-9.416372,5
SAMPLE 2567,-11.357669,4.9791965,10
SAMPLE 2568,0.23639344,-10.11654,5
SAMPLE 2569,0.9870021,-9.456795,5
SAMPLE 2570,-0.1355238,5.553946,4
SAMPLE 2571,14.025277,13.600138,3
SAMPLE 2572,8.007891,1.4011735,14
SAMPLE 2573,12.04575,-5.532402,5
SAMPLE 2574,4.8853455,6.2697206,4
SAMPLE 2575,4.729928,6.334764,4
SAMPLE 2576,4.6478577,6.017649,4
SAMPLE 2577,14.473924,12.199699,3
SAMPLE 2578,0.6274037,7.4026904,4
SAMPLE 2579,2.9296281,6.3729625,4
SAMPLE 2580,22.782354,7.9118137,8
SAMPLE 2581,15.158483,12.02387,3
SAMPLE 2582,13.185656,-10.581202,2
SAMPLE 2583,13.889487,13.187277,3
SAMPLE 2584,4.0737753,5.500797,4
SAMPLE 2585,4.074447,5.4753394,4
SAMPLE 2586,4.2660027,6.3303285,4
SAMPLE 2587,14.438286,13.343948,3
SAMPLE 2588,14.781037,12.10691,3
SAMPLE 2589,14.076239,13.249553,3
SAMPLE 2590,14.8846245,11.931508,3
SAMPLE 2591,23.377302,8.024412,12
SAMPLE 2592,13.055618,-11.124153,2
SAMPLE 2593,12.586805,-10.060102,2
SAMPLE 2594,12.611965,-10.042297,2
SAMPLE 2595,2.027106,6.64864,4
SAMPLE 2596,22.960222,7.875255,8
SAMPLE 2597,7.956093,0.9788497,14
SAMPLE 2598,0.24185076,7.1678967,4
SAMPLE 2599,0.01849829,7.632297,4
SAMPLE 2600,1.0441606,7.44341,4
SAMPLE 2601,13.757559,13.2414665,3
SAMPLE 2602,1.7763147,6.5546517,4
SAMPLE 2603,1.6467568,5.4822855,4
SAMPLE 2604,-0.10637304,5.6354585,4
SAMPLE 2605,0.1170642,7.359084,4
SAMPLE 2606,0.13729821,7.309743,4
SAMPLE 2607,14.1507845,12.415893,3
SAMPLE 2608,1.0098045,-9.4893465,5
SAMPLE 2609,14.122344,13.629634,3
SAMPLE 2610,14.587761,11.817208,3
SAMPLE 2611,13.800997,11.984962,3
SAMPLE 2612,1.6073825,7.889435,4
SAMPLE 2613,0.08288906,7.413721,4
SAMPLE 2614,13.881547,12.813479,3
SAMPLE 2615,4.8057723,5.946466,4
SAMPLE 2616,14.749693,12.2938795,3
SAMPLE 2617,14.434403,11.790613,3
SAMPLE 2618,23.641281,8.083096,12
SAMPLE 2619,4.779631,6.477206,4
SAMPLE 2620,0.9510262,7.626692,4
SAMPLE 2621,14.76039,12.611116,3
SAMPLE 2622,13.697429,13.083875,3
SAMPLE 2623,3.1246483,5.608406,4
SAMPLE 2624,2.0731273,6.7291756,4
SAMPLE 2625,5.040806,5.1526017,4
SAMPLE 2626,2.0654054,6.968421,4
SAMPLE 2627,2.1504486,6.760721,4
SAMPLE 2628,2.0390282,6.362037,4
SAMPLE 2629,2.1998136,6.9094334,4
SAMPLE 2630,1.9842852,6.4300766,4
SAMPLE 2631,5.006575,2.2618432,11
SAMPLE 2632,4.996935,2.2925608,11
SAMPLE 2633,14.6681185,11.930815,3
SAMPLE 2634,13.786454,13.32894,3
SAMPLE 2635,1.7951435,5.686227,4
SAMPLE 2636,4.1159215,5.5252366,4
SAMPLE 2637,4.789919,6.364735,4
SAMPLE 2638,4.7923017,6.5072374,4
SAMPLE 2639,4.85253,6.525794,4
SAMPLE 2640,4.7888,6.4039593,4
SAMPLE 2641,22.7595,7.915108,8
SAMPLE 2642,14.413189,13.531336,3
SAMPLE 2643,14.3418865,13.647864,3
SAMPLE 2644,13.700118,13.030214,3
SAMPLE 2645,1.5955772,6.7799115,4
SAMPLE 2646,23.813427,8.531864,12
SAMPLE 2647,14.824043,12.044777,3
SAMPLE 2648,5.0101585,2.1951847,11
SAMPLE 2649,5.188799,2.0551357,11
SAMPLE 2650,24.098282,8.035041,12
SAMPLE 2651,0.03910969,5.741477,4
SAMPLE 2652,22.77053,7.937435,8
SAMPLE 2653,22.777534,7.956236,8
SAMPLE 2654,22.848381,7.937672,8
SAMPLE 2655,24.202543,8.084601,12
SAMPLE 2656,2.8377614,5.703408,4
SAMPLE 2657,4.601252,6.201292,4
SAMPLE 2658,24.510628,8.025762,12
SAMPLE 2659,24.48068,8.992935,12
SAMPLE 2660,0.8455077,6.014567,4
SAMPLE 2661,23.342718,7.992522,12
SAMPLE 2662,22.984137,8.019293,8
SAMPLE 2663,24.825888,7.6072516,12
SAMPLE 2664,12.889164,-11.150782,2
SAMPLE 2665,13.167595,-10.440862,2
SAMPLE 2666,13.043588,-11.158443,2
SAMPLE 2667,-11.364851,4.987308,10
SAMPLE 2668,-11.4316435,5.054996,10
SAMPLE 2669,-11.527223,5.155032,10
SAMPLE 2670,4.9103346,5.9137206,4
SAMPLE 2671,4.798359,5.81678,4
SAMPLE 2672,0.1887331,7.3155217,4
SAMPLE 2673,0.06335975,7.8117056,4
SAMPLE 2674,0.6713017,7.84869,4
SAMPLE 2675,1.0031954,7.373368,4
SAMPLE 2676,0.7889269,7.8866177,4
SAMPLE 2677,-0.0005494474,7.6734095,4
SAMPLE 2678,4.665996,-4.1301894,6
SAMPLE 2679,-11.559477,5.187269,10
SAMPLE 2680,5.2738285,1.413908,11
SAMPLE 2681,5.055252,2.2516327,11
SAMPLE 2682,8.400817,5.0967064,6
SAMPLE 2683,1.5697013,6.68047,4
SAMPLE 2684,1.1380907,6.827433,4
SAMPLE 2685,1.2808774,7.4195995,4
SAMPLE 2686,0.046386044,7.6915426,4
SAMPLE 2687,0.030843599,7.693794,4
SAMPLE 2688,5.131464,1.5246029,11
SAMPLE 2689,11.882825,-5.825778,5
SAMPLE 2690,4.4815526,5.9199386,4
SAMPLE 2691,1.3170481,6.6905084,4
SAMPLE 2692,24.712969,7.5668464,12
SAMPLE 2693,11.20334,-6.9790006,5
SAMPLE 2694,11.310766,-6.8408504,5
SAMPLE 2695,11.160207,-7.0432177,5
SAMPLE 2696,11.904866,-5.9369917,5
SAMPLE 2697,11.258055,-6.9252443,5
SAMPLE 2698,11.147831,-7.059277,5
SAMPLE 2699,11.953348,-5.866719,5
SAMPLE 2700,11.641326,-6.281981,5
SAMPLE 2701,11.809703,-6.016365,5
SAMPLE 2702,4.9857273,5.8721294,4
SAMPLE 2703,14.298874,13.575667,3
SAMPLE 2704,14.672463,13.131757,3
SAMPLE 2705,13.879852,11.959747,3
SAMPLE 2706,4.810236,5.5609407,4
SAMPLE 2707,4.639637,6.0162063,4
SAMPLE 2708,4.7860284,6.3556447,4
SAMPLE 2709,4.5966973,6.0047345,4
SAMPLE 2710,11.4140835,-6.6636333,5
SAMPLE 2711,11.158943,-7.0469737,5
SAMPLE 2712,11.168494,-7.0351157,5
SAMPLE 2713,12.135274,-5.3196425,5
SAMPLE 2714,12.238651,-5.0219584,5
SAMPLE 2715,11.921594,-5.7712927,5
SAMPLE 2716,12.2353735,-5.040438,5
SAMPLE 2717,12.039746,-5.589184,5
SAMPLE 2718,1.7495867,6.724828,4
SAMPLE 2719,6.0599966,2.13979,3
SAMPLE 2720,1.6293206,6.8090353,4
SAMPLE 2721,4.724556,6.1413813,4
SAMPLE 2722,-5.164102,-6.3834653,13
SAMPLE 2723,4.4282513,6.385555,4
SAMPLE 2724,11.94167,-0.02992989,7
SAMPLE 2725,12.13744,-0.41886726,7
SAMPLE 2726,11.886642,-0.27449492,7
SAMPLE 2727,11.804469,-0.3917261,7
SAMPLE 2728,11.931025,-0.26157758,7
SAMPLE 2729,11.099706,-7.103954,5
SAMPLE 2730,11.11799,-7.0855117,5
SAMPLE 2731,11.237068,-6.959514,5
SAMPLE 2732,11.173218,-7.0324717,5
SAMPLE 2733,11.136631,-7.067684,5
SAMPLE 2734,-11.619122,5.2476716,10
SAMPLE 2735,8.011322,1.1061747,14
SAMPLE 2736,7.3998337,17.770956,1
SAMPLE 2737,1.0122719,-9.408543,5
SAMPLE 2738,1.05407,-9.367327,5
SAMPLE 2739,0.99173385,-9.352399,5
SAMPLE 2740,0.9675018,-9.440594,5
SAMPLE 2741,0.26709202,-10.085371,5
SAMPLE 2742,0.95580846,-9.411484,5
SAMPLE 2743,1.1586016,-9.122266,5
SAMPLE 2744,0.9659147,-9.477628,5
SAMPLE 2745,0.9341728,-9.368929,5
SAMPLE 2746,4.571001,5.418315,4
SAMPLE 2747,6.7710323,18.173355,1
SAMPLE 2748,0.5930291,8.313655,4
SAMPLE 2749,0.20297256,7.929343,4
SAMPLE 2750,0.3318245,8.088753,4
SAMPLE 2751,0.60643315,8.249169,4
SAMPLE 2752,0.53228194,8.29756,4
SAMPLE 2753,0.5080559,8.297537,4
SAMPLE 2754,0.5554873,8.292673,4
SAMPLE 2755,0.5691377,8.205579,4
SAMPLE 2756,0.1476916,8.025809,4
SAMPLE 2757,0.55030644,8.289857,4
SAMPLE 2758,0.5845022,8.237122,4
SAMPLE 2759,4.302699,6.3502884,4
SAMPLE 2760,7.4002266,17.790161,1
SAMPLE 2761,12.2154255,-5.097934,5
SAMPLE 2762,11.992116,-5.6930494,5
SAMPLE 2763,11.772022,-5.818031,5
SAMPLE 2764,12.000585,-5.6779714,5
SAMPLE 2765,12.067206,-5.39608,5
SAMPLE 2766,11.925707,-5.7552266,5
SAMPLE 2767,11.912635,-5.741528,5
SAMPLE 2768,11.939056,-5.727509,5
SAMPLE 2769,11.25085,-6.9286423,5
SAMPLE 2770,12.159404,-5.2982326,5
SAMPLE 2771,6.8160667,-13.083187,2
SAMPLE 2772,4.4721804,5.543564,4
SAMPLE 2773,0.39287916,6.0912075,4
SAMPLE 2774,0.4051782,6.126808,4
SAMPLE 2775,4.541729,5.638334,4
SAMPLE 2776,7.549956,5.1679015,2
SAMPLE 2777,4.90533,2.9561465,4
SAMPLE 2778,4.9245424,2.2309444,11
SAMPLE 2779,5.0059967,2.232718,11
SAMPLE 2780,5.2002063,1.4997138,11
SAMPLE 2781,0.65919524,7.3499327,4
SAMPLE 2782,0.118899435,7.9882936,4
SAMPLE 2783,4.316112,6.283746,4
SAMPLE 2784,-5.5228677,18.161964,9
SAMPLE 2785,7.4071608,17.7562,1
SAMPLE 2786,11.919253,-0.5125264,7
SAMPLE 2787,1.0093255,-9.353141,5
SAMPLE 2788,19.640617,-11.228343,5
SAMPLE 2789,19.67062,-11.25834,5
SAMPLE 2790,19.623743,-11.211557,5
SAMPLE 2791,19.636057,-11.223699,5
SAMPLE 2792,19.641382,-11.228931,5
SAMPLE 2793,19.600037,-11.187826,5
SAMPLE 2794,19.62,-11.207816,5
SAMPLE 2795,22.95981,8.004685,8
SAMPLE 2796,4.900733,5.1747723,4
SAMPLE 2797,0.056325857,-10.297045,5
SAMPLE 2798,1.9889035,6.5528746,4
SAMPLE 2799,7.5351996,1.4733714,14
SAMPLE 2800,2.0027905,6.695172,4
SAMPLE 2801,1.8748556,6.6768312,4
